orth;seqname;start;end;strand
ASTE010750;scaffold_00017;1024590;1024688;+
NA;NA;NA;NA;NA
ASTE010751;scaffold_00017;1020637;1021750;-
ASTE010762;scaffold_00017;866237;866306;-
ASTE010755;scaffold_00017;925009;925124;-
ASTE010758;scaffold_00017;917594;917666;-
ASTE010756;scaffold_00017;919520;919837;+
ASTE010759;scaffold_00017;908763;908802;+
ASTE010753;scaffold_00017;945194;945489;-
ASTE010765;scaffold_00017;783609;785288;-
ASTE010769;scaffold_00017;725383;725469;-
ASTE010770;scaffold_00017;696184;696279;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010779;scaffold_00017;639874;639918;+
ASTE010784;scaffold_00017;546775;546781;-
ASTE010788;scaffold_00017;432762;433059;-
ASTE010790;scaffold_00017;421468;421837;-
ASTE010791;scaffold_00017;419153;419233;-
ASTE010798;scaffold_00017;391533;391705;-
ASTE010789;scaffold_00017;423030;423884;+
ASTE015876;scaffold_00125;264325;264830;+
ASTE010808;scaffold_00017;245608;245735;-
ASTE010739;scaffold_00017;1218225;1218288;+
NA;NA;NA;NA;NA
ASTE010815;scaffold_00017;124486;124491;+
ASTE010817;scaffold_00017;113278;114825;+
ASTE010820;scaffold_00017;104255;104313;-
NA;NA;NA;NA;NA
ASTE010826;scaffold_00017;26217;26309;-
ASTE010825;scaffold_00017;26217;26309;-
ASTE010745;scaffold_00017;1125687;1125703;-
ASTE010743;scaffold_00017;1128972;1129693;-
ASTE010746;scaffold_00017;1115908;1116313;+
ASTE010748;scaffold_00017;1083720;1083753;+
NA;NA;NA;NA;NA
ASTE010760;scaffold_00017;883421;883431;+
ASTE010763;scaffold_00017;841170;841259;+
ASTE010767;scaffold_00017;767683;767801;+
ASTE010773;scaffold_00017;676993;677210;+
ASTE010776;scaffold_00017;663561;663578;+
ASTE010775;scaffold_00017;673155;673902;-
ASTE010781;scaffold_00017;630787;630827;+
ASTE010785;scaffold_00017;492915;493379;+
ASTE010783;scaffold_00017;546775;546781;-
ASTE010792;scaffold_00017;405848;406192;-
ASTE010800;scaffold_00017;383823;383865;+
ASTE010787;scaffold_00017;433844;433986;+
ASTE010793;scaffold_00017;401597;402126;+
ASTE010786;scaffold_00017;474276;474312;-
ASTE010796;scaffold_00017;394343;394454;+
ASTE010737;scaffold_00017;1268434;1268793;+
ASTE010803;scaffold_00017;368013;368763;-
ASTE010813;scaffold_00017;124223;124228;-
ASTE010816;scaffold_00017;113278;114825;+
ASTE010740;scaffold_00017;1215849;1216006;+
ASTE010744;scaffold_00017;1128972;1129693;-
ASTE010754;scaffold_00017;926540;926980;+
ASTE010757;scaffold_00017;918428;918820;-
ASTE010766;scaffold_00017;780803;782167;-
ASTE010774;scaffold_00017;675029;675258;+
ASTE010771;scaffold_00017;696184;696279;-
ASTE010780;scaffold_00017;635235;636530;-
ASTE010795;scaffold_00017;396425;397612;-
ASTE010805;scaffold_00017;292848;292863;-
ASTE010807;scaffold_00017;264808;268392;-
ASTE010823;scaffold_00017;69450;69477;+
ASTE010824;scaffold_00017;29232;29952;+
NA;NA;NA;NA;NA
ASTE010742;scaffold_00017;1139718;1140543;+
ASTE010761;scaffold_00017;883421;883431;+
ASTE010764;scaffold_00017;817016;817161;+
ASTE010768;scaffold_00017;764073;764170;+
ASTE010778;scaffold_00017;644542;644832;-
ASTE010777;scaffold_00017;652253;652360;+
ASTE010799;scaffold_00017;389519;389530;+
ASTE010794;scaffold_00017;398127;400781;+
ASTE010797;scaffold_00017;392194;392314;+
ASTE015184;scaffold_00017;1290378;1290781;-
ASTE015188;scaffold_00017;1088156;1088227;+
ASTE015185;scaffold_00017;1151949;1152439;+
ASTE015186;scaffold_00017;1151949;1152439;+
ASTE015187;scaffold_00017;1146020;1146437;+
NA;NA;NA;NA;NA
ASTE015192;scaffold_00017;854471;854724;+
ASTE015193;scaffold_00017;837776;838819;+
ASTE015194;scaffold_00017;808191;808435;+
ASTE015195;scaffold_00017;507081;507421;+
ASTE015198;scaffold_00017;282945;283058;-
ASTE015199;scaffold_00017;188208;188232;+
ASTE015196;scaffold_00017;438591;438649;+
ASTE015197;scaffold_00017;396425;397612;-
ASTE015200;scaffold_00017;96217;96409;-
ASTE015203;scaffold_00017;2;421;+
ASTE015201;scaffold_00017;93290;93375;-
ASTE015202;scaffold_00017;79603;79893;+
ASTE015189;scaffold_00017;1023524;1023602;-
ASTE015190;scaffold_00017;999534;999552;-
ASTE014849;scaffold_00018;2331431;2331515;-
ASTE009319;scaffold_00014;156031;156272;-
ASTE009322;scaffold_00014;62999;63179;+
ASTE009323;scaffold_00206;32420;32438;+
NA;NA;NA;NA;NA
ASTE009326;scaffold_00206;16957;17036;+
ASTE009321;scaffold_00014;79120;79349;+
ASTE009317;scaffold_00014;183271;183417;-
ASTE009318;scaffold_00014;183271;183417;-
ASTE009320;scaffold_00014;120221;120486;-
ASTE009328;scaffold_00206;240;247;+
ASTE009327;scaffold_00206;16957;17036;+
NA;NA;NA;NA;NA
ASTE015045;scaffold_00014;183271;183417;-
ASTE015046;scaffold_00014;76908;77012;+
ASTE003368;scaffold_00058;796080;796868;+
ASTE003363;scaffold_00058;777859;778061;+
ASTE003376;scaffold_00058;851230;851988;-
ASTE003371;scaffold_00058;818624;819007;-
ASTE003386;scaffold_00058;994491;995642;+
ASTE003378;scaffold_00058;864751;864856;+
ASTE003366;scaffold_00058;791647;792049;+
ASTE003364;scaffold_00058;782626;782895;+
ASTE003369;scaffold_00058;808812;809612;+
ASTE003373;scaffold_00058;823156;823260;+
ASTE003377;scaffold_01631;426;533;+
ASTE003365;scaffold_00058;788612;788805;-
ASTE003367;scaffold_00058;795280;795312;-
ASTE003370;scaffold_00058;816191;816274;-
ASTE003362;scaffold_00058;766404;766753;+
ASTE003372;scaffold_00058;821933;822057;-
NA;NA;NA;NA;NA
ASTE003383;scaffold_00058;935726;935890;+
ASTE003381;scaffold_00058;927280;927400;-
ASTE003385;scaffold_00058;967512;967602;-
ASTE003379;scaffold_00058;911110;911237;+
ASTE003380;scaffold_00058;921689;921790;-
ASTE003375;scaffold_00058;835684;835790;-
ASTE003374;scaffold_00058;835684;835790;-
ASTE003382;scaffold_00058;933345;933411;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014378;scaffold_00058;1008226;1008389;-
NA;NA;NA;NA;NA
ASTE002938;scaffold_00012;2418520;2418609;+
ASTE008950;scaffold_00016;985539;985547;+
ASTE008951;scaffold_00016;999409;999417;-
ASTE008958;scaffold_00016;1159655;1160461;-
ASTE008957;scaffold_00016;1156547;1156669;+
ASTE008959;scaffold_00016;1195709;1195901;+
ASTE008953;scaffold_00016;1059388;1059641;+
ASTE008960;scaffold_00016;1219260;1219516;-
ASTE008956;scaffold_00016;1134181;1134332;-
ASTE008955;scaffold_00016;1110358;1110574;+
NA;NA;NA;NA;NA
ASTE008952;scaffold_00016;1058133;1059068;+
ASTE015014;scaffold_00016;1202124;1202333;+
ASTE003792;scaffold_00066;932321;932407;+
ASTE003797;scaffold_00066;892516;893247;-
ASTE003798;scaffold_00066;889533;889688;+
ASTE003804;scaffold_00066;770441;770492;+
ASTE003807;scaffold_00066;762431;763109;-
ASTE003820;scaffold_00066;697841;698311;+
ASTE003808;scaffold_00066;762431;763109;-
ASTE003809;scaffold_00066;754515;755156;-
ASTE003810;scaffold_00066;748149;748729;-
ASTE003802;scaffold_00066;842296;843771;+
ASTE003806;scaffold_00066;762431;763109;-
ASTE003811;scaffold_00066;745351;746076;-
ASTE003796;scaffold_00066;894037;894104;+
ASTE003800;scaffold_00066;878964;879514;+
ASTE003791;scaffold_00066;934055;934852;-
ASTE003793;scaffold_00066;931052;931084;-
ASTE003795;scaffold_00066;897739;897755;-
ASTE003801;scaffold_00066;849250;849339;+
ASTE003803;scaffold_00066;785857;785891;-
ASTE003805;scaffold_00066;764763;764769;-
ASTE003799;scaffold_00066;888587;888665;-
ASTE003794;scaffold_00066;914701;915500;+
ASTE003816;scaffold_00066;714176;714495;+
ASTE003818;scaffold_00066;705958;706317;-
ASTE003813;scaffold_00066;729698;730263;-
ASTE003815;scaffold_00066;719669;720626;-
ASTE003817;scaffold_00066;705958;706317;-
ASTE003819;scaffold_00066;697542;697562;-
NA;NA;NA;NA;NA
ASTE003814;scaffold_00066;721121;721705;+
ASTE014422;scaffold_00066;742952;743320;-
ASTE014421;scaffold_00066;742952;743320;-
ASTE009359;scaffold_00003;1587669;1587830;+
ASTE009360;scaffold_00003;1587669;1587830;+
ASTE009362;scaffold_00003;1601029;1601043;-
ASTE009367;scaffold_00003;1695166;1695242;+
ASTE009368;scaffold_00003;1701410;1702569;+
NA;NA;NA;NA;NA
ASTE009378;scaffold_00003;1769612;1769671;-
ASTE009374;scaffold_00003;1741048;1741160;+
ASTE009371;scaffold_00003;1724121;1724501;+
ASTE009373;scaffold_00003;1741048;1741160;+
ASTE009375;scaffold_00003;1745587;1745616;+
ASTE009376;scaffold_00003;1751720;1754157;+
NA;NA;NA;NA;NA
ASTE009379;scaffold_00003;1770186;1770195;+
NA;NA;NA;NA;NA
ASTE009361;scaffold_00003;1590701;1590987;+
ASTE009364;scaffold_00003;1609777;1609825;-
ASTE009363;scaffold_00003;1628055;1628086;-
NA;NA;NA;NA;NA
ASTE009372;scaffold_00003;1739262;1739789;-
ASTE009369;scaffold_00003;1705921;1706373;+
ASTE009365;scaffold_00003;1628055;1628086;-
ASTE009381;scaffold_00003;1827776;1827822;+
ASTE011566;scaffold_00002;3881904;3882255;+
ASTE011567;scaffold_00002;3878587;3878695;+
ASTE011565;scaffold_00002;3890084;3890147;-
ASTE011568;scaffold_00002;3876268;3877811;-
ASTE011569;scaffold_00002;3870718;3870967;+
ASTE011564;scaffold_00002;3902792;3902908;-
NA;NA;NA;NA;NA
ASTE011559;scaffold_00002;4016339;4016807;+
ASTE011558;scaffold_00002;4019844;4019930;+
NA;NA;NA;NA;NA
ASTE011557;scaffold_00002;4016339;4016807;+
ASTE011560;scaffold_00002;4002495;4003061;+
ASTE011561;scaffold_00002;4002495;4003061;+
ASTE015281;scaffold_00002;3898484;3898678;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009783;scaffold_00041;108410;108551;-
ASTE009781;scaffold_00041;152870;152935;+
ASTE009782;scaffold_00041;117035;117656;+
ASTE009787;scaffold_00041;86614;86670;+
ASTE009790;scaffold_00041;71963;72331;+
ASTE009779;scaffold_01368;2586;2729;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009785;scaffold_00041;98545;98716;+
ASTE009784;scaffold_00041;105992;106194;-
ASTE009786;scaffold_00041;96762;96860;-
ASTE009793;scaffold_00041;63986;64082;-
ASTE009795;scaffold_00041;27638;27678;-
ASTE009791;scaffold_00041;65485;65620;+
ASTE009792;scaffold_00041;65485;65620;+
ASTE009788;scaffold_00041;85100;85241;-
ASTE009789;scaffold_00041;75755;77008;-
ASTE009794;scaffold_00041;42822;43021;-
ASTE015080;scaffold_00041;65485;65620;+
ASTE005481;scaffold_00032;653714;653722;-
ASTE005478;scaffold_00032;577358;578731;+
NA;NA;NA;NA;NA
ASTE005479;scaffold_00032;653714;653722;-
ASTE005477;scaffold_00032;506136;506166;-
ASTE005482;scaffold_00032;709576;709728;-
ASTE014617;scaffold_00032;681141;681321;-
ASTE003843;scaffold_00120;322414;322851;+
ASTE003850;scaffold_00120;250303;251004;-
ASTE003888;scaffold_00037;689597;689949;-
ASTE003848;scaffold_00120;261757;263013;-
ASTE003892;scaffold_00037;1011481;1014075;-
ASTE003855;scaffold_00120;143757;145004;+
ASTE003857;scaffold_00120;125727;125810;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE003871;scaffold_00037;267766;267778;+
ASTE003873;scaffold_00037;267766;267778;+
ASTE003878;scaffold_00037;381806;381879;-
NA;NA;NA;NA;NA
ASTE003891;scaffold_00037;802758;804059;-
ASTE003862;scaffold_00037;78572;79194;-
ASTE003870;scaffold_00037;129965;130148;+
NA;NA;NA;NA;NA
ASTE003877;scaffold_00037;366787;368022;+
ASTE003883;scaffold_00037;398410;399345;-
ASTE003884;scaffold_00037;528202;528208;-
ASTE003844;scaffold_00120;322414;322851;+
ASTE003846;scaffold_00120;294980;295051;+
ASTE003885;scaffold_00037;586267;586717;-
ASTE003889;scaffold_00037;695412;695500;+
ASTE003887;scaffold_00037;676820;677323;-
ASTE003890;scaffold_00037;698881;699272;-
ASTE003852;scaffold_00120;230159;230185;-
ASTE003849;scaffold_00120;252023;253162;+
ASTE003854;scaffold_00120;186591;186695;+
ASTE003858;scaffold_00120;56125;56516;-
ASTE003863;scaffold_00037;80027;80198;+
ASTE003868;scaffold_00037;124259;124276;+
ASTE003869;scaffold_00037;128129;128156;-
ASTE003880;scaffold_00037;383684;383749;-
ASTE003881;scaffold_00037;383684;383749;-
NA;NA;NA;NA;NA
ASTE003845;scaffold_00120;322414;322851;+
ASTE003886;scaffold_00037;598583;598604;-
ASTE003853;scaffold_00120;220803;221245;+
ASTE003847;scaffold_00120;272389;272639;-
ASTE003851;scaffold_00120;246343;246361;-
ASTE003856;scaffold_00120;125727;125810;+
NA;NA;NA;NA;NA
ASTE003859;scaffold_00120;56125;56516;-
ASTE003864;scaffold_00037;83342;83505;-
ASTE003865;scaffold_00037;112839;112993;-
ASTE003874;scaffold_00037;267766;267778;+
ASTE003872;scaffold_00037;267766;267778;+
ASTE003876;scaffold_00037;365978;365992;-
ASTE003879;scaffold_00037;381806;381879;-
ASTE014426;scaffold_00120;360789;360986;+
ASTE014427;scaffold_00037;592365;592487;-
ASTE014428;scaffold_00037;676820;677323;-
ASTE014429;scaffold_00037;693465;693535;-
ASTE014430;scaffold_00037;1008916;1008967;-
ASTE011112;scaffold_00004;2938979;2939096;+
ASTE011113;scaffold_00004;2927001;2927434;+
ASTE011107;scaffold_00004;2974413;2975820;-
ASTE011109;scaffold_00004;2946370;2946379;-
ASTE011111;scaffold_00004;2941167;2941358;-
ASTE011116;scaffold_00004;2864227;2864290;-
ASTE011108;scaffold_00004;2949853;2950142;+
ASTE011105;scaffold_00004;3090754;3090787;+
ASTE011106;scaffold_00004;2976827;2976973;+
ASTE011115;scaffold_00004;2885373;2885501;+
ASTE011110;scaffold_00004;2943439;2944728;+
ASTE011114;scaffold_00004;2901377;2901961;-
ASTE000790;scaffold_00041;11911;11926;-
ASTE000791;scaffold_00133;208584;208671;+
ASTE006804;scaffold_00008;3520440;3520986;+
ASTE006809;scaffold_00008;3540717;3541583;+
ASTE006808;scaffold_00008;3536847;3537032;-
ASTE006800;scaffold_00008;3488981;3489135;+
ASTE006811;scaffold_00008;3560247;3560258;-
ASTE006805;scaffold_00008;3527785;3527796;-
ASTE006806;scaffold_00008;3534655;3534702;-
ASTE006803;scaffold_00008;3520440;3520986;+
ASTE006807;scaffold_00008;3536847;3537032;-
ASTE006810;scaffold_00008;3547073;3551059;+
ASTE006812;scaffold_00008;3560748;3560853;+
ASTE006799;scaffold_00008;3486379;3486511;-
ASTE006801;scaffold_00008;3497903;3497917;-
ASTE006802;scaffold_00008;3518295;3518479;-
ASTE006815;scaffold_00008;3634704;3634715;-
ASTE006813;scaffold_02068;806;937;-
ASTE006814;scaffold_00008;3627416;3627794;-
ASTE001638;scaffold_00007;2209814;2210092;-
ASTE001641;scaffold_00007;2135971;2136097;-
ASTE001642;scaffold_00007;2135971;2136097;-
ASTE001639;scaffold_00007;2172716;2174052;-
ASTE001643;scaffold_00007;2120548;2120725;-
ASTE001640;scaffold_00007;2172716;2174052;-
ASTE001644;scaffold_00007;2095561;2095738;-
ASTE014173;scaffold_00007;2220833;2220898;+
ASTE007222;scaffold_00043;229904;229937;-
NA;NA;NA;NA;NA
ASTE007246;scaffold_00043;60833;62456;+
ASTE007218;scaffold_00043;265815;265820;-
ASTE007224;scaffold_00043;224704;224981;-
ASTE007225;scaffold_00043;220748;221526;-
ASTE007226;scaffold_00043;213697;213937;+
ASTE007221;scaffold_00043;236949;237265;+
ASTE007227;scaffold_00043;213697;213937;+
ASTE007217;scaffold_00043;278617;278898;-
ASTE007231;scaffold_00043;183539;184210;+
ASTE007229;scaffold_00043;202961;203078;-
ASTE007233;scaffold_00043;163621;163706;+
ASTE007237;scaffold_00043;110641;111009;+
ASTE007239;scaffold_00043;103250;103276;+
ASTE007240;scaffold_00043;93778;93965;+
ASTE007219;scaffold_00043;254108;254674;-
ASTE007220;scaffold_00043;246437;246456;-
ASTE007223;scaffold_00043;226737;226805;+
ASTE007228;scaffold_00043;203499;203776;+
ASTE007247;scaffold_00043;58506;59883;-
ASTE007244;scaffold_00043;84516;84672;-
NA;NA;NA;NA;NA
ASTE007230;scaffold_00043;191530;191699;-
ASTE007235;scaffold_00043;138059;138157;-
ASTE007234;scaffold_00043;144990;145030;+
ASTE007236;scaffold_00043;125113;125795;-
ASTE007238;scaffold_00043;108322;109316;-
ASTE007241;scaffold_00043;93778;93965;+
ASTE007243;scaffold_00043;86161;86272;+
ASTE007242;scaffold_00043;92072;92159;-
ASTE014817;scaffold_00043;244126;244375;-
ASTE014818;scaffold_00043;66577;66652;-
ASTE009091;scaffold_00001;1098966;1099037;+
ASTE009092;scaffold_00001;1098966;1099037;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009090;scaffold_00001;1030783;1031415;+
ASTE009094;scaffold_00001;1190692;1192329;+
ASTE015029;scaffold_00001;1161020;1161122;-
ASTE006506;scaffold_00022;1357285;1357446;+
ASTE006509;scaffold_00022;1348219;1349520;-
ASTE006512;scaffold_00022;1326369;1326490;-
ASTE006517;scaffold_00022;1289174;1289383;-
ASTE006508;scaffold_00022;1349759;1349905;+
ASTE006505;scaffold_00022;1360215;1360264;+
ASTE006513;scaffold_00022;1317170;1317247;+
ASTE006502;scaffold_00022;1370362;1370455;-
ASTE006515;scaffold_00022;1313825;1313895;+
ASTE006503;scaffold_00022;1368622;1368760;-
ASTE006507;scaffold_00022;1349759;1349905;+
ASTE006511;scaffold_00022;1335491;1335601;-
ASTE006514;scaffold_00022;1315948;1316365;-
ASTE006516;scaffold_00022;1307744;1307884;+
NA;NA;NA;NA;NA
ASTE006510;scaffold_00022;1338312;1339084;+
ASTE006501;scaffold_00022;1371968;1372030;+
ASTE006504;scaffold_00022;1368622;1368760;-
ASTE014744;scaffold_00022;1371968;1372030;+
ASTE011452;scaffold_00003;4530818;4532614;+
ASTE011444;scaffold_00003;4676826;4676916;-
ASTE011451;scaffold_00003;4538205;4538391;-
ASTE011453;scaffold_00003;4511098;4511199;-
ASTE011450;scaffold_00003;4538701;4538720;+
ASTE011445;scaffold_00003;4652264;4652288;-
ASTE011448;scaffold_00003;4570462;4571238;-
ASTE011449;scaffold_00003;4549945;4549992;-
ASTE011446;scaffold_00003;4601226;4601516;+
ASTE011447;scaffold_00003;4577233;4577346;+
ASTE015265;scaffold_00003;4643111;4643254;-
ASTE015266;scaffold_00003;4640678;4640685;-
ASTE015267;scaffold_00003;4620696;4620793;+
ASTE001253;scaffold_00007;48897;50837;-
ASTE001267;scaffold_00027;32625;32697;-
ASTE001268;scaffold_04719;586;969;-
ASTE001256;scaffold_00007;27020;27556;-
ASTE001272;scaffold_00027;73653;73760;-
ASTE001274;scaffold_00027;81302;81792;-
ASTE001271;scaffold_00027;67720;67882;-
ASTE001273;scaffold_00027;76769;76792;+
ASTE001269;scaffold_00027;62172;62221;-
ASTE001270;scaffold_00027;67720;67882;-
ASTE001255;scaffold_00007;28015;28302;+
ASTE001257;scaffold_00007;25335;25407;+
ASTE001259;scaffold_00007;12139;12403;+
ASTE001258;scaffold_00007;23522;24302;-
NA;NA;NA;NA;NA
ASTE001260;scaffold_00007;10854;10935;-
ASTE001262;scaffold_00446;684;2819;+
ASTE001263;scaffold_00446;7258;7480;+
ASTE001264;scaffold_00416;798;892;+
ASTE001254;scaffold_00007;43737;44156;-
ASTE001261;scaffold_00007;2958;3695;+
ASTE001265;scaffold_00416;8268;8359;-
ASTE014129;scaffold_00027;37528;37747;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE011204;scaffold_00156;61228;61377;-
ASTE011199;scaffold_00156;41903;42164;-
ASTE011201;scaffold_00156;46909;47196;-
NA;NA;NA;NA;NA
ASTE011203;scaffold_00156;54027;54072;+
ASTE011208;scaffold_00156;125050;125143;+
NA;NA;NA;NA;NA
ASTE011207;scaffold_00156;113813;114251;-
ASTE015859;scaffold_00003;3008054;3008238;+
ASTE011205;scaffold_00156;82665;83717;-
ASTE011200;scaffold_00156;43987;44338;+
ASTE011197;scaffold_00318;1154;1265;+
ASTE011206;scaffold_00156;85720;86024;-
ASTE015246;scaffold_00020;4556;4774;+
ASTE009248;scaffold_00178;33505;33840;-
ASTE009249;scaffold_00178;30324;30527;-
ASTE009255;scaffold_00088;19661;19734;-
ASTE009254;scaffold_00088;19661;19734;-
ASTE009250;scaffold_00178;20833;21006;-
ASTE009256;scaffold_00088;20177;20190;+
NA;NA;NA;NA;NA
ASTE009260;scaffold_00088;209608;209908;-
ASTE009201;scaffold_00068;236082;236234;+
ASTE009202;scaffold_00068;301908;301918;-
NA;NA;NA;NA;NA
ASTE009208;scaffold_00068;364711;364846;+
NA;NA;NA;NA;NA
ASTE009214;scaffold_00068;607013;607400;+
ASTE009212;scaffold_00068;573373;574396;-
ASTE009215;scaffold_00068;617320;617346;-
ASTE009228;scaffold_00068;714643;714720;-
NA;NA;NA;NA;NA
ASTE009219;scaffold_00068;665467;665737;+
ASTE009221;scaffold_00068;670642;670704;-
NA;NA;NA;NA;NA
ASTE009220;scaffold_00068;666406;666683;-
ASTE009222;scaffold_00068;670642;670704;-
ASTE009230;scaffold_00068;749234;749500;+
ASTE009229;scaffold_00068;744913;745006;+
ASTE009236;scaffold_00068;791042;791507;+
ASTE009235;scaffold_00068;761735;761862;+
ASTE009233;scaffold_00068;761735;761862;+
ASTE009243;scaffold_00068;861850;861955;-
ASTE009244;scaffold_00068;864485;864542;-
ASTE009245;scaffold_00068;866100;867101;+
ASTE009238;scaffold_00068;804117;805043;+
ASTE009239;scaffold_00068;809011;813193;+
ASTE009199;scaffold_00068;87772;87926;-
ASTE009200;scaffold_00068;172223;172265;+
ASTE009206;scaffold_00068;359961;360026;-
ASTE009205;scaffold_00068;332652;332988;+
ASTE009210;scaffold_00068;456416;456528;-
ASTE009213;scaffold_00068;601607;601784;-
NA;NA;NA;NA;NA
ASTE009223;scaffold_00068;673284;674390;-
ASTE009226;scaffold_00396;5209;5317;+
ASTE009217;scaffold_00068;656314;656442;+
ASTE009231;scaffold_00068;753236;756008;+
ASTE009237;scaffold_00068;792828;793095;+
ASTE009242;scaffold_00068;838427;839135;+
ASTE009240;scaffold_00068;823183;823311;-
ASTE009241;scaffold_00068;825853;826016;+
NA;NA;NA;NA;NA
ASTE009251;scaffold_00178;7015;7425;+
ASTE009252;scaffold_00178;5620;5931;-
ASTE009253;scaffold_00088;9797;13078;+
ASTE009257;scaffold_00088;21624;24008;-
ASTE009261;scaffold_00088;229996;230343;-
ASTE009263;scaffold_00088;371145;371255;-
ASTE009203;scaffold_00068;315354;315420;-
ASTE009218;scaffold_00068;663250;664806;-
NA;NA;NA;NA;NA
ASTE015939;scaffold_00002;4206847;4207161;+
ASTE009232;scaffold_00068;761735;761862;+
ASTE009246;scaffold_00068;885440;885746;-
ASTE009258;scaffold_00088;33180;33202;+
ASTE009262;scaffold_00088;371145;371255;-
ASTE009204;scaffold_00068;332652;332988;+
ASTE009209;scaffold_00068;456416;456528;-
NA;NA;NA;NA;NA
ASTE015034;scaffold_00068;212311;212407;-
NA;NA;NA;NA;NA
ASTE015036;scaffold_00068;601607;601784;-
ASTE015037;scaffold_00396;5209;5317;+
ASTE015038;scaffold_00178;69801;69845;-
